aah	00856756.v
limit	00937554.v
limn	01674277.v
limn	01673132.v
limp	01899324.v
limp	01978041.v
line	02677492.v
line	01259279.v
line	01569358.v
line	01264857.v
line	00449206.v
line	00219992.v
line_one's_pockets	02257183.v
line_up	02678166.v
line_up	02192761.v
line_up	02018451.v
line_up	00459392.v
line_up	02018346.v
line_up	01063247.v
linearise	00484027.v
linearize	00484027.v
linger	02706916.v
linger	02613725.v
linger	01993316.v
linger	02040271.v
linger	02615556.v
linger_over	02614876.v
link	00705069.v
link	01342435.v
link	02597114.v
link	01479126.v
link_up	02597114.v
link_up	01342435.v
link_up	00705069.v
lionise	02375631.v
lionize	02375631.v
lip-read	00620531.v
lip-sync	01030384.v
lip-synch	01030384.v
lip_off	00816963.v
lipread	00620531.v
lipstick	01674487.v
lipstick	00040916.v
liquefy	02731623.v
liquefy	00439660.v
liquefy	00439334.v
liquidate	01315499.v
liquidate	02329642.v
liquidate	02235480.v
liquidate	02233386.v
liquidise	00439660.v
liquidize	02226510.v
liquidize	00439660.v
liquify	00439660.v
liquify	00439334.v
lisp	00972451.v
list	00936330.v
list	02448344.v
list	00937232.v
list	02020709.v
list	02020487.v
listen	02150157.v
listen	02151308.v
listen	02547258.v
listen_in	02150570.v
listen_in	02169787.v
literalise	00616228.v
literalize	00616228.v
lithograph	01734059.v
litigate	02557691.v
litigate	02557283.v
litter	02710816.v
litter	01366232.v
litter	00057587.v
live	02624510.v
live	02589281.v
live	02593061.v
live	02591607.v
live	02589075.v
live	00589064.v
live	02589864.v
live_down	02590194.v
live_in	01166075.v
live_it_up	01180290.v
live_on	02593061.v
live_out	02593918.v
live_out	01166266.v
live_over	00589636.v
live_up_to	02646172.v
live_with	00660760.v
liven	00189857.v
liven_up	00189857.v
load	01477088.v
load	01477435.v
load	01598352.v
load_down	01470254.v
load_up	01477088.v
loaf	02614256.v
loaf	02613725.v
loan	02302152.v
loathe	01757422.v
lob	01500377.v
lobby	02435083.v
localise	02669863.v
localise	02666402.v
localise	02485750.v
localise	01696594.v
localize	02669863.v
localize	02666402.v
localize	02485750.v
localize	01696594.v
locate	02264659.v
locate	02668919.v
locate	02311450.v
locate	00409546.v
lock	01336066.v
lock	01497914.v
lock	00216774.v
lock	01593022.v
lock	01592322.v
lock	01793177.v
lock	01335570.v
lock	02032548.v
lock	01640363.v
lock_away	01335570.v
lock_in	01335905.v
lock_in	01335570.v
lock_out	02426056.v
lock_up	01336344.v
lock_up	01335570.v
locomote	01818343.v
lodge	02627068.v
lodge	01515236.v
lodge	00860893.v
lodge	02625998.v
lodge_in	02623388.v
loft	02260707.v
loft	01590746.v
loft	01590316.v
loft	00703322.v
log	00992399.v
log	01247232.v
log-in	02228073.v
log_in	02228073.v
log_off	02228219.v
log_on	02228073.v
log_out	02228219.v
log_up	00992536.v
log_z's	00014762.v
logroll	02352979.v
loiter	02613725.v
loll	02693447.v
loll	02614256.v
loll_around	02614256.v
lollop	01883082.v
lollygag	02613725.v
long	01811261.v
look	02110736.v
look	02113647.v
look	00033090.v
look	02133894.v
look	02667305.v
look	02525309.v
look	00919837.v
look	00711769.v
look	02633124.v
look	00704610.v
look_across	02697639.v
look_after	02147718.v
look_around	02112632.v
look_at	00725708.v
look_at	02110512.v
look_away	02112475.v
look_back	02112311.v
look_back	00688317.v
look_backward	02112311.v
look_down_on	01810926.v
look_for	01303999.v
look_for	01787793.v
look_forward	00712203.v
look_into	00780305.v
look_into	00653780.v
look_like	02640076.v
look_on	02109022.v
look_on	00681853.v
look_out	02132134.v
look_out	01118282.v
look_out_on	02697639.v
look_out_over	02697639.v
look_sharp	00454569.v
look_to	00712323.v
look_to	01787793.v
look_up	00867775.v
look_up_to	01810714.v
look_upon	00681853.v
loom	02670930.v
loom	02670472.v
loom	02719709.v
loop	02026439.v
loop	01658383.v
loop	02026290.v
loop	01511145.v
loop	01274705.v
loose	02397810.v
loose	01462695.v
loose	00415092.v
loose	00414854.v
loose_off	01123611.v
loosen	00415092.v
loosen	02577416.v
loosen	02577228.v
loosen	01451068.v
loosen	01273323.v
loosen	01264012.v
loosen	00414854.v
loosen_up	01466823.v
loosen_up	02577632.v
loosen_up	00026997.v
loosen_up	00026318.v
loosen_up	00025587.v
loot	02322911.v
loot	02322191.v
lop	01547705.v
lop	01309254.v
lop_off	01287673.v
lope	01910814.v
lord	02375529.v
lord_it_over	02568972.v
lose	02266244.v
lose	01088702.v
lose	01777911.v
lose	01490205.v
lose	02266073.v
lose	02177148.v
lose	02267283.v
lose	02266610.v
lose	01102951.v
lose	02108222.v
lose	00201903.v
lose_it	01767291.v
lose_one's_temper	01778257.v
lose_weight	00045272.v
lot	02445086.v
lot	02272900.v
louden	02170550.v
louden	00457027.v
lounge	01515468.v
lounge	02613725.v
lounge_about	02614256.v
lounge_around	02614256.v
lour	00526137.v
lour	00264494.v
lour	00032472.v
louse_up	02503449.v
love	01758160.v
love	01811592.v
love	01758531.v
love	01414190.v
low	01044459.v
lowball	00665714.v
lower	01954808.v
lower	00526137.v
lower	01561673.v
lower	00264494.v
lower	00032472.v
lower_oneself	02493683.v
lube	01472105.v
lubricate	02726909.v
lubricate	01472105.v
lubricate	00216011.v
luck_into	02192071.v
luck_it	02520683.v
luck_out	02500556.v
luck_through	02520683.v
lucubrate	00945907.v
luff	01910238.v
luff	01884410.v
lug	01441539.v
lug	01466474.v
luge	01922015.v
lull	01746885.v
lull	00552648.v
lull	01748042.v
lumber	01907632.v
lumber	01247232.v
luminesce	02740694.v
lump	01373713.v
lump	00648990.v
lunch	01174068.v
lunch	01174239.v
lunge	02043888.v
lurch	01906966.v
lurch	01847214.v
lurch	02078817.v
lurch	02614125.v
lurch	01092749.v
lure	00773861.v
lurk	02614703.v
lurk	02613725.v
lurk	01127404.v
lust	01177263.v
lust_after	01811112.v
lustrate	00471520.v
luxate	00460833.v
luxuriate	01193519.v
luxuriate	01180423.v
luxuriate	00307016.v
lynch	02460518.v
lyophilise	00209234.v
lyophilize	00209234.v
lyric	01683779.v
lysogenize	00462086.v
macadamise	01589721.v
macadamize	01589721.v
macerate	00394677.v
macerate	00394465.v
macerate	00394208.v
macerate	00385144.v
machicolate	02339379.v
machinate	01636679.v
machinate	00698734.v
machine	01609780.v
machine	01609578.v
machine-wash	01524243.v
machine_gun	01126035.v
machine_wash	01524243.v
macrame	01655918.v
maculate	01524538.v
maculate	00487292.v
madden	01770673.v
madden	01770560.v
madden	01770451.v
madder	00282189.v
madrigal	01716768.v
magnetise	00768856.v
magnetise	00395512.v
magnetize	00395512.v
magnetize	00768856.v
magnify	00429584.v
magnify	00830919.v
magnify	00237233.v
mail	01425397.v
mail	01020923.v
mail_out	01425234.v
maim	00090050.v
mainline	01188278.v
maintain	02655994.v
maintain	02258588.v
maintain	01173389.v
maintain	01006695.v
maintain	02184136.v
maintain	02182740.v
maintain	01055319.v
maintain	01007561.v
maintain	00887191.v
maintain	00724225.v
major	00600013.v
make	02536272.v
make	00118050.v
make	01602857.v
make	00761805.v
make	01630835.v
make	01607166.v
make	00722431.v
make	01631309.v
make	01625513.v
make	02267750.v
make	01604625.v
make	02596275.v
make	02003919.v
make	02648913.v
make	01639033.v
make	01740387.v
make	01639788.v
make	00551442.v
make	00012287.v
make	02373391.v
make	02333219.v
make	02002368.v
make	00657413.v
make	02558162.v
make	02720791.v
make	02573903.v
make	01718231.v
make	01649189.v
make	00272697.v
make	02057551.v
make	00073307.v
make	02724071.v
make	02723939.v
make	02639583.v
make	02596013.v
make	02114262.v
make	02032714.v
make	02003289.v
make	01740075.v
make	01416354.v
make	00881732.v
make	00829667.v
make	00690160.v
make	00690008.v
make	00556751.v
make	00556636.v
make	00540560.v
make	00106218.v
make	00071280.v
make_a_face	00033779.v
make_a_motion	00870049.v
make_a_point	02570655.v
make_a_stink	00901357.v
make_as_if	00106317.v
make_believe	00829667.v
make_bold	02352170.v
make_clean	01519718.v
make_do	02562773.v
make_for	01615108.v
make_full	00447583.v
make_fun	00842973.v
make_good	02554352.v
make_grow	00250394.v
make_happy	02467504.v
make_hay	01152073.v
make_headway	01100173.v
make_it	02594822.v
make_it	02561101.v
make_it	02500861.v
make_love	01414190.v
make_merry	02467504.v
make_no_bones_about	00809036.v
make_noise	02153110.v
make_off	02055390.v
make_out	02173303.v
make_out	01054241.v
make_out	00618716.v
make_out	02592479.v
make_out	02562773.v
make_out	01414190.v
make_out	01413946.v
make_out	01010649.v
make_out	00921560.v
make_out	00748570.v
make_over	01654302.v
make_over	01605336.v
make_pass	02034157.v
make_peace	01082873.v
make_possible	02610624.v
make_pure	00470165.v
make_relaxed	00025587.v
make_sense	02594510.v
make_sure	02570655.v
make_unnecessary	00544141.v
make_up	02595485.v
make_up	01738072.v
make_up	02232382.v
make_up	02496602.v
make_up	01619926.v
make_up	00272697.v
make_up	02646834.v
make_up	00756354.v
make_up	00040427.v
make_up_one's_mind	00689493.v
make_vibrant_sounds	01042377.v
make_water	00071280.v
make_way	02079605.v
make_whoopie	02467504.v
maledict	00856938.v
malfunction	01512451.v
malign	00839209.v
malinger	02440272.v
malnourish	01168037.v
malt	00183310.v
malt	00115718.v
malt	00115597.v
malt	00115464.v
maltreat	02492450.v
malversate	02270990.v
mambo	01879822.v
man	02397333.v
man	01077830.v
manacle	01276615.v
manage	02498683.v
manage	02412701.v
manage	02562773.v
manage	02419390.v
manage	02503229.v
manage	02499040.v
mandate	02372278.v
mandate	00742924.v
mandate	00742814.v
manducate	01189839.v
maneuver	01913852.v
maneuver	02346672.v
maneuver	01099008.v
mangle	01378279.v
mangle	01220736.v
mangle	00543339.v
mangle	00289041.v
manhandle	01399905.v
manicure	00042140.v
manicure	00041978.v
manifest	00812250.v
manifest	00990950.v
manifest	00418775.v
manifold	00244353.v
manifold	00244041.v
manipulate	02512082.v
manipulate	01200380.v
manipulate	02552167.v
manipulate	02328862.v
manipulate	01786767.v
manipulate	00080127.v
manoeuver	02346672.v
manoeuver	01913852.v
manoeuver	01099008.v
manoeuvre	02346672.v
manoeuvre	01913852.v
manoeuvre	01099008.v
mantle	02066757.v
mantle	01591708.v
manufacture	01638659.v
manufacture	01619926.v
manumit	02472411.v
manure	02064524.v
map	01672752.v
map	00702508.v
map	02669677.v
map	01740720.v
map	01672990.v
map	00376540.v
map_out	01740720.v
mar	00472923.v
mar	00089870.v
maraud	02002015.v
marble	01666368.v
marbleise	00518138.v
marbleize	00518138.v
marcel	00038876.v
march	01978374.v
march	02065817.v
march	01901471.v
march	02497635.v
march	01906796.v
march	02066024.v
march	01454240.v
march_on	01974178.v
march_out	02065360.v
marginalise	02354597.v
marginalize	02354597.v
marinade	00210543.v
marinate	00210543.v
mark	01575170.v
mark	00912408.v
mark	00643995.v
mark	00604998.v
mark	00502878.v
mark	02484094.v
mark	02098934.v
mark	01538169.v
mark	01264258.v
mark	01051837.v
mark	00993980.v
mark	00792223.v
mark	00654138.v
mark	00649702.v
mark	00187044.v
mark_down	02298095.v
mark_off	00231669.v
mark_off	00654138.v
mark_out	00231669.v
mark_up	02297841.v
market	02276504.v
market	02303991.v
market	02276815.v
market	00465457.v
maroon	02207642.v
maroon	00491371.v
marry	02464955.v
marry	02465577.v
marshal	01970000.v
marshal	01347958.v
marshal	00266836.v
marshal	01982514.v
martyr	01591325.v
martyr	00070914.v
martyrise	00070914.v
martyrize	00070914.v
marvel	00915954.v
marvel	00916199.v
masculinise	00561138.v
masculinize	00561464.v
masculinize	00561138.v
mash	01580420.v
mash	01027422.v
mash	00327554.v
mask	02127868.v
mask	01346090.v
mask	01346616.v
mask	01346498.v
masquerade	02128228.v
masquerade	00828760.v
mass	02005916.v
mass-produce	01611502.v
massacre	00474158.v
massage	01221376.v
massage	00063763.v
master	00590054.v
master	01097772.v
master	02515098.v
master	00589805.v
mastermind	00701906.v
masticate	01224305.v
masticate	01189839.v
masturbate	01418709.v
masturbate	01418390.v
mat	01450204.v
mat	00560161.v
mat_up	00560161.v
match	02631896.v
match	02310388.v
match	01281300.v
match	02646481.v
match	00451811.v
match	02570095.v
match	01281804.v
match	01070435.v
match	00451667.v
match	00412718.v
mate	01416629.v
mate	01281300.v
mate	01103620.v
materialise	00340203.v
materialize	00340203.v
matriculate	02447324.v
matt-up	00560161.v
matte	00560161.v
matte_up	00560161.v
matter	02620588.v
matter_to	02652862.v
maturate	00246814.v
maturate	00244677.v
maturate	00095771.v
mature	00246814.v
mature	00916620.v
mature	00572555.v
mature	00246602.v
mature	00244677.v
mature	00096184.v
maul	01220910.v
maul	01220736.v
maunder	01864478.v
maunder	01033997.v
maunder	01026316.v
max_out	01988806.v
maximise	00424570.v
maximise	00424283.v
maximize	00424283.v
maximize	00424570.v
mean	00945436.v
mean	02609808.v
mean	00922327.v
mean	00700261.v
mean	02718130.v
mean	00721722.v
mean	00700581.v
meander	01865211.v
measure	00639347.v
measure	00484719.v
measure	02678302.v
measure	00673425.v
measure_out	00639347.v
measure_up	02653211.v
mechanise	00475697.v
mechanise	00475515.v
mechanise	00474580.v
mechanize	00475697.v
mechanize	00475515.v
mechanize	00474580.v
meddle	02514865.v
mediate	00752408.v
mediate	02665957.v
medicate	00083742.v
medicate	00083410.v
medicine	00083410.v
meditate	00622941.v
meditate	00696272.v
meet	02004855.v
meet	02463053.v
meet	02686493.v
meet	01172337.v
meet	02642358.v
meet	02570095.v
meet	02571534.v
meet	02405329.v
meet	02004552.v
meet	01068774.v
meet	02715128.v
meet	02090537.v
meet	01194412.v
meet_up_with	02004725.v
melanise	00277401.v
melanise	00277146.v
melanize	00277401.v
melanize	00277146.v
meld	00893519.v
meld	00391564.v
meld	00390536.v
meliorate	00202884.v
meliorate	00202077.v
mellow	00251305.v
mellow	00251119.v
mellow	00250931.v
mellow_out	00251119.v
melodise	01691601.v
melodize	01691601.v
melt	00439982.v
melt	00371948.v
melt	00251119.v
melt	00391564.v
melt	00221576.v
melt	00220927.v
melt_down	00439982.v
melt_off	00045272.v
memorialise	00759411.v
memorialise	00604428.v
memorialize	00759411.v
memorialize	00604428.v
memorise	00596962.v
memorize	00596962.v
menace	02671089.v
menace	01056636.v
menace	00012157.v
mend	00257338.v
mend	00267182.v
menstruate	00061479.v
mensurate	00639347.v
mention	01014090.v
mention	01009923.v
mention	01012971.v
mentor	00821117.v
meow	01042223.v
mercerise	00183007.v
mercerize	00183007.v
merchandise	02239173.v
merge	00363663.v
merge	00390536.v
merge	00239926.v
merit	02621127.v
mesh	01497914.v
mesh	00400803.v
mesh	02434157.v
mesh	01450616.v
mesmerise	00768856.v
mesmerise	00020635.v
mesmerize	00768856.v
mesmerize	00020635.v
mess	01164840.v
mess	00272843.v
mess_about	02613725.v
mess_around	01460505.v
mess_up	02503449.v
mess_up	01375286.v
mess_up	00272843.v
message	01061055.v
message	01060897.v
message	01060751.v
metabolise	01186663.v
metabolize	01186663.v
metal	01589606.v
metalize	01601852.v
metallize	01601852.v
metamorphose	00380041.v
metamorphose	00377587.v
metastasise	00103633.v
metastasize	00103633.v
mete_out	02272900.v
meter	00485468.v
meter	01262470.v
metricate	00377317.v
metricise	00379750.v
metricise	00377317.v
metricize	00379750.v
metricize	00377317.v
metrify	01687886.v
metrify	00377317.v
mew	01042223.v
mew	01049640.v
mewl	00065265.v
miaou	00932195.v
miaow	00932195.v
micro-cook	00318432.v
microcopy	01721277.v
microfilm	01697295.v
microwave	00318432.v
micturate	00071280.v
middle	01485594.v
miff	01769489.v
migrate	01839213.v
migrate	01839680.v
mildew	00207736.v
militarise	01087979.v
militarise	00572673.v
militarize	01087979.v
militarize	00572673.v
militate	02407552.v
milk	00191191.v
milk	01153782.v
milk	00191394.v
mill	01884290.v
mill	00328489.v
mill	01445118.v
mill	01379490.v
mill_about	02613725.v
mill_about	01884290.v
mill_around	02613725.v
mill_around	01884290.v
mime	01728212.v
mime	01708968.v
mimeo	01680120.v
mimeograph	01680120.v
mimic	01728212.v
mince	01047478.v
mince	01912011.v
mince	01547557.v
mind	00839747.v
mind	00716198.v
mind	02414059.v
mind	02547258.v
mind	00716370.v
mind	00601892.v
mine	01152496.v
mine	01114960.v
mineralize	00580226.v
mineralize	00580127.v
mingle	01449281.v
mingle	02572516.v
mingle	02715509.v
miniate	01681756.v
miniate	01668833.v
miniaturise	00238418.v
miniaturize	00238418.v
minify	00436831.v
minimise	00832173.v
minimise	00423502.v
minimize	00423502.v
minimize	00832173.v
minimize	00855455.v
minister	02525120.v
minister	02422999.v
minstrel	01714970.v
mint	01624411.v
mire	02652492.v
mire	01817950.v
mire	01817743.v
mire	01521874.v
mirror	02741396.v
mirror	00813218.v
misaddress	00981263.v
misadvise	00866796.v
misalign	00461398.v
misally	02406826.v
misapply	01150166.v
misapprehend	00612093.v
misappropriate	02270990.v
misbehave	02493058.v
misbelieve	00676410.v
miscalculate	00704291.v
miscalculate	00632058.v
miscall	00961615.v
miscarry	02504178.v
miscarry	00059045.v
miscast	01695918.v
miscegenate	02714769.v
misconceive	00612093.v
misconduct	02493058.v
misconduct	02415213.v
misconstrue	00612093.v
miscount	00939033.v
miscreate	00693478.v
misdate	00611709.v
misdeal	02225834.v
misdeliver	01426094.v
misdemean	02493058.v
misdirect	02554659.v
misdirect	01982045.v
misdirect	00981263.v
misdo	02538701.v
misestimate	00704291.v
misestimate	00632058.v
misfire	01123889.v
misfunction	01512451.v
misgauge	00665289.v
misgive	00725126.v
misgovern	02562220.v
misguide	01982045.v
misguide	00866796.v
mishandle	02503449.v
mishandle	02415213.v
misidentify	00610473.v
misinform	00825179.v
misinterpret	00929685.v
misinterpret	00617217.v
misinterpret	00612093.v
misjudge	00663137.v
mislay	01490205.v
mislead	01982045.v
mislead	00825179.v
mismanage	02415213.v
mismarry	02465484.v
mismatch	01282441.v
mismate	01281963.v
misname	00961615.v
misperceive	02098298.v
misplace	01490205.v
misplace	01488897.v
misplay	01634929.v
misplay	01064338.v
misprint	01731503.v
mispronounce	00942032.v
misquote	01013681.v
misread	00620109.v
misread	00617217.v
misremember	00609811.v
misrepresent	00827875.v
misrepresent	02552167.v
miss	02108222.v
miss	01788355.v
miss	02588566.v
miss	00607346.v
miss	02004407.v
miss	02606969.v
miss	01226330.v
miss	02607456.v
miss	00801872.v
misspeka	00942032.v
misspell	00928649.v
misspend	02684679.v
misspend	02245435.v
misstate	00790701.v
mist	00357520.v
mist	02137916.v
mist	01361114.v
mist_over	00357520.v
mistake	00610473.v
mistake	00609954.v
mistime	00486195.v
mistranslate	00950741.v
mistreat	02492450.v
mistrust	00679829.v
misunderstand	00612093.v
misuse	01150166.v
misuse	00200244.v
miter	01570912.v
miter	02242769.v
miter	01280122.v
mitigate	00896740.v
mitigate	00195871.v
mix	00390536.v
mix	02458021.v
mix	01449281.v
mix	00550779.v
mix	00181426.v
mix	01406465.v
mix_in	00391758.v
mix_in	00181426.v
mix_up	01642270.v
mix_up	00612603.v
mizzle	02731794.v
moan	01034883.v
mob	02045807.v
mobilise	01087070.v
mobilise	01077664.v
mobilise	00266836.v
mobilise	00266626.v
mobilize	00266836.v
mobilize	01087070.v
mobilize	01077664.v
mobilize	00266626.v
mock	00840120.v
mock	00840372.v
mock_up	01682269.v
